Year,Age,StagYear,Form,LastSeen,AgeClass,animal,y_form,p_form,e_form,ABS,ABSY,ABSP,ABSO,Code
1976,5,303_1976,2,10,1,FRODO,2,NA,NA,0,0,NA,NA,303
1974,3,303_1974,3.5,10,1,FRODO,3.5,NA,NA,NA,NA,NA,NA,303
1975,4,303_1975,4,10,1,FRODO,4,NA,NA,0,0,NA,NA,303
1978,7,303_1978,4,10,1,FRODO,4,NA,NA,0,0,NA,NA,303
1979,8,303_1979,4,10,2,FRODO,NA,4,NA,NA,NA,NA,NA,303
1980,9,303_1980,4,10,2,FRODO,NA,4,NA,NA,NA,NA,NA,303
1981,10,303_1981,4,10,2,FRODO,NA,4,NA,NA,NA,NA,NA,303
1977,6,303_1977,4,10,1,FRODO,4,NA,NA,0,0,NA,NA,303
2008,6,5456_2008,5,6,1,FRT02,5,NA,NA,NA,NA,NA,NA,5456
2006,4,5456_2006,3.5,6,1,FRT02,3.5,NA,NA,NA,NA,NA,NA,5456
1994,4,3270_1994,4,8,1,FUL90,4,NA,NA,0,0,NA,NA,3270
1993,3,3270_1993,2,8,1,FUL90,2,NA,NA,0,0,NA,NA,3270
1996,6,3270_1996,4,8,1,FUL90,4,NA,NA,1,1,NA,NA,3270
1997,7,3270_1997,5,8,1,FUL90,5,NA,NA,3,3,NA,NA,3270
1998,8,3270_1998,5.25,8,2,FUL90,NA,5.25,NA,0,NA,0,NA,3270
1995,5,3270_1995,4.5,8,1,FUL90,4.5,NA,NA,0,0,NA,NA,3270
1973,6,3365_1973,6,10,1,GHILL,6,NA,NA,NA,NA,NA,NA,3365
1974,7,3365_1974,6.25,10,1,GHILL,6.25,NA,NA,NA,NA,NA,NA,3365
1975,8,3365_1975,6,10,2,GHILL,NA,6,NA,NA,NA,NA,NA,3365
1977,10,3365_1977,5,10,2,GHILL,NA,5,NA,NA,NA,NA,NA,3365
1976,3,4442_1976,2.5,9,1,GL373,2.5,NA,NA,NA,NA,NA,NA,4442
1978,5,4442_1978,5.5,9,1,GL373,5.5,NA,NA,0,0,NA,NA,4442
1979,6,4442_1979,5.5,9,1,GL373,5.5,NA,NA,NA,NA,NA,NA,4442
1980,7,4442_1980,5.125,9,1,GL373,5.125,NA,NA,0,0,NA,NA,4442
1981,8,4442_1981,5.375,9,2,GL373,NA,5.375,NA,0,NA,0,NA,4442
1982,9,4442_1982,5.25,9,2,GL373,NA,5.25,NA,NA,NA,NA,NA,4442
1977,4,4442_1977,5,9,1,GL373,5,NA,NA,NA,NA,NA,NA,4442
1976,9,2384_1976,2.5,12,2,HAMIS,NA,2.5,NA,NA,NA,NA,NA,2384
1974,7,2384_1974,5.5,12,1,HAMIS,5.5,NA,NA,NA,NA,NA,NA,2384
1975,8,2384_1975,5.5,12,2,HAMIS,NA,5.5,NA,NA,NA,NA,NA,2384
1977,10,2384_1977,4.5,12,2,HAMIS,NA,4.5,NA,NA,NA,NA,NA,2384
1978,11,2384_1978,5,12,2,HAMIS,NA,5,NA,NA,NA,NA,NA,2384
1979,12,2384_1979,4.5,12,3,HAMIS,NA,NA,4.5,NA,NA,NA,NA,2384
1973,6,2384_1973,5.25,12,1,HAMIS,5.25,NA,NA,NA,NA,NA,NA,2384
2020,15,9_2020,5,15,3,HEL05,NA,NA,5,NA,NA,NA,NA,9
2010,5,9_2010,4,15,1,HEL05,4,NA,NA,0,0,NA,NA,9
2009,4,9_2009,3.75,15,1,HEL05,3.75,NA,NA,0,0,NA,NA,9
2008,3,9_2008,2.5,15,1,HEL05,2.5,NA,NA,0,0,NA,NA,9
2014,9,9_2014,5,15,2,HEL05,NA,5,NA,2,NA,2,NA,9
2011,6,9_2011,4,15,1,HEL05,4,NA,NA,0,0,NA,NA,9
2012,7,9_2012,5,15,1,HEL05,5,NA,NA,0,0,NA,NA,9
2013,8,9_2013,4.75,15,2,HEL05,NA,4.75,NA,2,NA,2,NA,9
2015,10,9_2015,5,15,2,HEL05,NA,5,NA,0,NA,0,NA,9
2016,11,9_2016,5,15,2,HEL05,NA,5,NA,0,NA,0,NA,9
2017,12,9_2017,5,15,3,HEL05,NA,NA,5,0,NA,NA,0,9
2018,13,9_2018,4.5,15,3,HEL05,NA,NA,4.5,0,NA,NA,0,9
2019,14,9_2019,5,15,3,HEL05,NA,NA,5,0,NA,NA,0,9
2005,3,5602_2005,2,3,1,HON02,2,NA,NA,NA,NA,NA,NA,5602
2001,4,3857_2001,2.5,4,1,HON97,2.5,NA,NA,NA,NA,NA,NA,3857
2018,3,1998_2018,1.5,4,1,HRT15,1.5,NA,NA,0,0,NA,NA,1998
2019,4,1998_2019,3,4,1,HRT15,3,NA,NA,NA,NA,NA,NA,1998
1976,6,4800_1976,2.5,11,1,JUNCU,2.5,NA,NA,NA,NA,NA,NA,4800
1974,4,4800_1974,5,11,1,JUNCU,5,NA,NA,NA,NA,NA,NA,4800
1977,7,4800_1977,7,11,1,JUNCU,7,NA,NA,3,3,NA,NA,4800
1978,8,4800_1978,6,11,2,JUNCU,NA,6,NA,1,NA,1,NA,4800
1979,9,4800_1979,6.5,11,2,JUNCU,NA,6.5,NA,NA,NA,NA,NA,4800
1980,10,4800_1980,7.5,11,2,JUNCU,NA,7.5,NA,NA,NA,NA,NA,4800
1981,11,4800_1981,7.5,11,2,JUNCU,NA,7.5,NA,NA,NA,NA,NA,4800
2008,9,5208_2008,4,9,2,KNO99,NA,4,NA,NA,NA,NA,NA,5208
2007,8,5208_2007,3.75,9,2,KNO99,NA,3.75,NA,1,NA,1,NA,5208
1976,4,3721_1976,2,6,1,LIT72,2,NA,NA,NA,NA,NA,NA,3721
1977,5,3721_1977,4,6,1,LIT72,4,NA,NA,NA,NA,NA,NA,3721
1978,6,3721_1978,4,6,1,LIT72,4,NA,NA,NA,NA,NA,NA,3721
1976,7,411_1976,2,11,1,LTSPI,2,NA,NA,NA,NA,NA,NA,411
1974,5,411_1974,4,11,1,LTSPI,4,NA,NA,NA,NA,NA,NA,411
1975,6,411_1975,5,11,1,LTSPI,5,NA,NA,NA,NA,NA,NA,411
1977,8,411_1977,4,11,2,LTSPI,NA,4,NA,NA,NA,NA,NA,411
1978,9,411_1978,4,11,2,LTSPI,NA,4,NA,NA,NA,NA,NA,411
1979,10,411_1979,3.5,11,2,LTSPI,NA,3.5,NA,NA,NA,NA,NA,411
1980,11,411_1980,4,11,2,LTSPI,NA,4,NA,NA,NA,NA,NA,411
1973,4,411_1973,4,11,1,LTSPI,4,NA,NA,NA,NA,NA,NA,411
1978,6,1804_1978,3,13,1,MAG72,3,NA,NA,0,0,NA,NA,1804
1980,8,1804_1980,5.75,13,2,MAG72,NA,5.75,NA,1,NA,1,NA,1804
1981,9,1804_1981,5,13,2,MAG72,NA,5,NA,0,NA,0,NA,1804
1982,10,1804_1982,5.5,13,2,MAG72,NA,5.5,NA,1,NA,1,NA,1804
1983,11,1804_1983,5,13,2,MAG72,NA,5,NA,NA,NA,NA,NA,1804
1985,13,1804_1985,5,13,3,MAG72,NA,NA,5,NA,NA,NA,NA,1804
1979,7,1804_1979,5.5,13,1,MAG72,5.5,NA,NA,1,1,NA,NA,1804
2005,10,4236_2005,5.5,10,2,MAL95,NA,5.5,NA,NA,NA,NA,NA,4236
1999,4,4236_1999,3,10,1,MAL95,3,NA,NA,0,0,NA,NA,4236
2001,6,4236_2001,4,10,1,MAL95,4,NA,NA,0,0,NA,NA,4236
2002,7,4236_2002,4.5,10,1,MAL95,4.5,NA,NA,0,0,NA,NA,4236
2003,8,4236_2003,5.5,10,2,MAL95,NA,5.5,NA,2,NA,2,NA,4236
2004,9,4236_2004,5.5,10,2,MAL95,NA,5.5,NA,1,NA,1,NA,4236
2000,5,4236_2000,4,10,1,MAL95,4,NA,NA,NA,NA,NA,NA,4236
1998,3,4236_1998,3,10,1,MAL95,3,NA,NA,0,0,NA,NA,4236
1973,3,1478_1973,5,11,1,MAXIS,5,NA,NA,NA,NA,NA,NA,1478
1976,6,1478_1976,3,11,1,MAXIS,3,NA,NA,6,6,NA,NA,1478
1974,4,1478_1974,5,11,1,MAXIS,5,NA,NA,0,0,NA,NA,1478
1975,5,1478_1975,5,11,1,MAXIS,5,NA,NA,7,7,NA,NA,1478
1977,7,1478_1977,5.5,11,1,MAXIS,5.5,NA,NA,5,5,NA,NA,1478
1978,8,1478_1978,4.5,11,2,MAXIS,NA,4.5,NA,7,NA,7,NA,1478
1979,9,1478_1979,4.5,11,2,MAXIS,NA,4.5,NA,3,NA,3,NA,1478
1980,10,1478_1980,4.75,11,2,MAXIS,NA,4.75,NA,3,NA,3,NA,1478
1981,11,1478_1981,5,11,2,MAXIS,NA,5,NA,3,NA,3,NA,1478
2018,5,3600_2018,4.5,5,1,MEE13,4.5,NA,NA,NA,NA,NA,NA,3600
2016,3,3600_2016,4,5,1,MEE13,4,NA,NA,NA,NA,NA,NA,3600
2017,4,3600_2017,4.25,5,1,MEE13,4.25,NA,NA,0,0,NA,NA,3600
1985,6,3103_1985,6,11,1,MEL79,6,NA,NA,0,0,NA,NA,3103
1982,3,3103_1982,4,11,1,MEL79,4,NA,NA,NA,NA,NA,NA,3103
1983,4,3103_1983,4.5,11,1,MEL79,4.5,NA,NA,0,0,NA,NA,3103
1984,5,3103_1984,5.5,11,1,MEL79,5.5,NA,NA,1,1,NA,NA,3103
1986,7,3103_1986,7,11,1,MEL79,7,NA,NA,1,1,NA,NA,3103
1987,8,3103_1987,6.75,11,2,MEL79,NA,6.75,NA,1,NA,1,NA,3103
1988,9,3103_1988,8,11,2,MEL79,NA,8,NA,0,NA,0,NA,3103
1989,10,3103_1989,7,11,2,MEL79,NA,7,NA,2,NA,2,NA,3103
1990,11,3103_1990,7,11,2,MEL79,NA,7,NA,0,NA,0,NA,3103
2007,5,1724_2007,5,5,1,MLN02,5,NA,NA,NA,NA,NA,NA,1724
2006,4,1724_2006,4.5,5,1,MLN02,4.5,NA,NA,0,0,NA,NA,1724
2007,4,3271_2007,3,4,1,MNT03,3,NA,NA,NA,NA,NA,NA,3271
1973,3,1352_1973,3,8,1,MOA70,3,NA,NA,NA,NA,NA,NA,1352
1974,4,1352_1974,1.5,8,1,MOA70,1.5,NA,NA,NA,NA,NA,NA,1352
1976,6,1352_1976,1.5,8,1,MOA70,1.5,NA,NA,0,0,NA,NA,1352
1977,7,1352_1977,3,8,1,MOA70,3,NA,NA,0,0,NA,NA,1352
1978,8,1352_1978,3,8,2,MOA70,NA,3,NA,0,NA,0,NA,1352
2017,8,5209_2017,4.5,8,2,MOU09,NA,4.5,NA,NA,NA,NA,NA,5209
2014,5,5209_2014,5,8,1,MOU09,5,NA,NA,1,1,NA,NA,5209
2012,3,5209_2012,4,8,1,MOU09,4,NA,NA,0,0,NA,NA,5209
2013,4,5209_2013,4,8,1,MOU09,4,NA,NA,0,0,NA,NA,5209
2015,6,5209_2015,4,8,1,MOU09,4,NA,NA,1,1,NA,NA,5209
2016,7,5209_2016,4.5,8,1,MOU09,4.5,NA,NA,1,1,NA,NA,5209
1975,3,3107_1975,2,8,1,MYR72,2,NA,NA,NA,NA,NA,NA,3107
1979,7,3107_1979,4,8,1,MYR72,4,NA,NA,NA,NA,NA,NA,3107
1977,5,3107_1977,4,8,1,MYR72,4,NA,NA,NA,NA,NA,NA,3107
1980,8,3107_1980,5,8,2,MYR72,NA,5,NA,1,NA,1,NA,3107
1978,6,3107_1978,4,8,1,MYR72,4,NA,NA,0,0,NA,NA,3107
2021,5,2300_2021,6.75,5,1,NAV16,6.75,NA,NA,0,0,NA,NA,2300
2020,4,2300_2020,6,5,1,NAV16,6,NA,NA,0,0,NA,NA,2300
1995,6,1598_1995,5,6,1,OPE89,5,NA,NA,NA,NA,NA,NA,1598
1993,4,1598_1993,3,6,1,OPE89,3,NA,NA,0,0,NA,NA,1598
1994,5,1598_1994,4.5,6,1,OPE89,4.5,NA,NA,0,0,NA,NA,1598
1992,3,1598_1992,2,6,1,OPE89,2,NA,NA,NA,NA,NA,NA,1598
1973,3,4161_1973,4.5,10,1,ORPHA,4.5,NA,NA,NA,NA,NA,NA,4161
1976,6,4161_1976,2.25,10,1,ORPHA,2.25,NA,NA,0,0,NA,NA,4161
1974,4,4161_1974,4.5,10,1,ORPHA,4.5,NA,NA,NA,NA,NA,NA,4161
1977,7,4161_1977,5,10,1,ORPHA,5,NA,NA,0,0,NA,NA,4161
1978,8,4161_1978,5,10,2,ORPHA,NA,5,NA,0,NA,0,NA,4161
1979,9,4161_1979,4.5,10,2,ORPHA,NA,4.5,NA,0,NA,0,NA,4161
1980,10,4161_1980,4.625,10,2,ORPHA,NA,4.625,NA,NA,NA,NA,NA,4161
2009,6,4577_2009,4.5,6,1,OXY03,4.5,NA,NA,NA,NA,NA,NA,4577
2007,4,4577_2007,4,6,1,OXY03,4,NA,NA,NA,NA,NA,NA,4577
2007,13,5663_2007,5,13,3,PAP94,NA,NA,5,NA,NA,NA,NA,5663
1997,3,5663_1997,4,13,1,PAP94,4,NA,NA,NA,NA,NA,NA,5663
1998,4,5663_1998,4,13,1,PAP94,4,NA,NA,0,0,NA,NA,5663
1999,5,5663_1999,4.5,13,1,PAP94,4.5,NA,NA,NA,NA,NA,NA,5663
2001,7,5663_2001,4.5,13,1,PAP94,4.5,NA,NA,NA,NA,NA,NA,5663
2002,8,5663_2002,5,13,2,PAP94,NA,5,NA,0,NA,0,NA,5663
2003,9,5663_2003,5,13,2,PAP94,NA,5,NA,0,NA,0,NA,5663
2006,12,5663_2006,6,13,3,PAP94,NA,NA,6,0,NA,NA,0,5663
2004,10,5663_2004,5,13,2,PAP94,NA,5,NA,NA,NA,NA,NA,5663
2005,11,5663_2005,5,13,2,PAP94,NA,5,NA,1,NA,1,NA,5663
2000,6,5663_2000,3,13,1,PAP94,3,NA,NA,NA,NA,NA,NA,5663
1976,5,2798_1976,1.5,12,1,PASTO,1.5,NA,NA,NA,NA,NA,NA,2798
1978,7,2798_1978,4,12,1,PASTO,4,NA,NA,0,0,NA,NA,2798
1979,8,2798_1979,4,12,2,PASTO,NA,4,NA,NA,NA,NA,NA,2798
1980,9,2798_1980,4,12,2,PASTO,NA,4,NA,0,NA,0,NA,2798
1981,10,2798_1981,4.5,12,2,PASTO,NA,4.5,NA,0,NA,0,NA,2798
1982,11,2798_1982,4,12,2,PASTO,NA,4,NA,0,NA,0,NA,2798
1983,12,2798_1983,4,12,3,PASTO,NA,NA,4,0,NA,NA,0,2798
1997,7,2013_1997,5,13,1,PEREG,5,NA,NA,2,2,NA,NA,2013
1998,8,2013_1998,5,13,2,PEREG,NA,5,NA,3,NA,3,NA,2013
1999,9,2013_1999,4.25,13,2,PEREG,NA,4.25,NA,6,NA,6,NA,2013
2003,13,2013_2003,4.5,13,3,PEREG,NA,NA,4.5,0,NA,NA,0,2013
2002,12,2013_2002,4.5,13,3,PEREG,NA,NA,4.5,1,NA,NA,1,2013
2001,11,2013_2001,4,13,2,PEREG,NA,4,NA,0,NA,0,NA,2013
2000,10,2013_2000,5,13,2,PEREG,NA,5,NA,4,NA,4,NA,2013
1976,10,1476_1976,3,12,2,PETES,NA,3,NA,NA,NA,NA,NA,1476
1973,7,1476_1973,5.5,12,1,PETES,5.5,NA,NA,NA,NA,NA,NA,1476
1974,8,1476_1974,5.5,12,2,PETES,NA,5.5,NA,NA,NA,NA,NA,1476
1975,9,1476_1975,5.125,12,2,PETES,NA,5.125,NA,NA,NA,NA,NA,1476
1977,11,1476_1977,6,12,2,PETES,NA,6,NA,NA,NA,NA,NA,1476
1978,12,1476_1978,6,12,3,PETES,NA,NA,6,NA,NA,NA,NA,1476
2001,3,3884_2001,4,3,1,PIL98,4,NA,NA,NA,NA,NA,NA,3884
1985,7,5249_1985,3.899999976,11,1,PIN78,3.899999976,NA,NA,NA,NA,NA,NA,5249
1981,3,5249_1981,3,11,1,PIN78,3,NA,NA,NA,NA,NA,NA,5249
1982,4,5249_1982,3,11,1,PIN78,3,NA,NA,NA,NA,NA,NA,5249
1983,5,5249_1983,3.5,11,1,PIN78,3.5,NA,NA,NA,NA,NA,NA,5249
1984,6,5249_1984,4.5,11,1,PIN78,4.5,NA,NA,NA,NA,NA,NA,5249
1986,8,5249_1986,4.5,11,2,PIN78,NA,4.5,NA,NA,NA,NA,NA,5249
1987,9,5249_1987,4.75,11,2,PIN78,NA,4.75,NA,NA,NA,NA,NA,5249
1988,10,5249_1988,5.75,11,2,PIN78,NA,5.75,NA,NA,NA,NA,NA,5249
1989,11,5249_1989,4.5,11,2,PIN78,NA,4.5,NA,NA,NA,NA,NA,5249
1973,9,1310_1973,5.5,11,2,PINCS,NA,5.5,NA,NA,NA,NA,NA,1310
1974,10,1310_1974,5,11,2,PINCS,NA,5,NA,NA,NA,NA,NA,1310
1975,11,1310_1975,5.5,11,2,PINCS,NA,5.5,NA,NA,NA,NA,NA,1310
1973,5,3732_1973,4,13,1,POINT,4,NA,NA,NA,NA,NA,NA,3732
1976,8,3732_1976,2,13,2,POINT,NA,2,NA,NA,NA,NA,NA,3732
1977,9,3732_1977,3.75,13,2,POINT,NA,3.75,NA,NA,NA,NA,NA,3732
1978,10,3732_1978,4,13,2,POINT,NA,4,NA,NA,NA,NA,NA,3732
1979,11,3732_1979,4,13,2,POINT,NA,4,NA,NA,NA,NA,NA,3732
1980,12,3732_1980,3.5,13,3,POINT,NA,NA,3.5,NA,NA,NA,NA,3732
1981,13,3732_1981,4,13,3,POINT,NA,NA,4,NA,NA,NA,NA,3732
1986,4,5344_1986,5,5,1,PRI82,5,NA,NA,NA,NA,NA,NA,5344
1987,5,5344_1987,5,5,1,PRI82,5,NA,NA,NA,NA,NA,NA,5344
1985,3,5344_1985,4,5,1,PRI82,4,NA,NA,NA,NA,NA,NA,5344
2001,6,2191_2001,6,6,1,PRS95,6,NA,NA,NA,NA,NA,NA,2191
2000,5,2191_2000,4,6,1,PRS95,4,NA,NA,NA,NA,NA,NA,2191
1998,3,2191_1998,4,6,1,PRS95,4,NA,NA,0,0,NA,NA,2191
2008,11,2099_2008,5,11,2,PRT97,NA,5,NA,NA,NA,NA,NA,2099
2000,3,2099_2000,2,11,1,PRT97,2,NA,NA,0,0,NA,NA,2099
2001,4,2099_2001,3,11,1,PRT97,3,NA,NA,0,0,NA,NA,2099
2002,5,2099_2002,4.5,11,1,PRT97,4.5,NA,NA,0,0,NA,NA,2099
2003,6,2099_2003,4.5,11,1,PRT97,4.5,NA,NA,NA,NA,NA,NA,2099
2004,7,2099_2004,4.5,11,1,PRT97,4.5,NA,NA,0,0,NA,NA,2099
2006,9,2099_2006,4,11,2,PRT97,NA,4,NA,0,NA,0,NA,2099
2007,10,2099_2007,4,11,2,PRT97,NA,4,NA,0,NA,0,NA,2099
2005,8,2099_2005,4.5,11,2,PRT97,NA,4.5,NA,1,NA,1,NA,2099
2021,4,3963_2021,4,4,1,PUE17,4,NA,NA,NA,NA,NA,NA,3963
2020,3,3963_2020,3.5,4,1,PUE17,3.5,NA,NA,NA,NA,NA,NA,3963
1976,3,2526_1976,2,9,1,RED73,2,NA,NA,NA,NA,NA,NA,2526
1977,4,2526_1977,3.75,9,1,RED73,3.75,NA,NA,NA,NA,NA,NA,2526
1978,5,2526_1978,4,9,1,RED73,4,NA,NA,0,0,NA,NA,2526
1979,6,2526_1979,4.125,9,1,RED73,4.125,NA,NA,0,0,NA,NA,2526
1980,7,2526_1980,4,9,1,RED73,4,NA,NA,1,1,NA,NA,2526
1981,8,2526_1981,5,9,2,RED73,NA,5,NA,0,NA,0,NA,2526
1982,9,2526_1982,5.25,9,2,RED73,NA,5.25,NA,2,NA,2,NA,2526
1997,8,373_1997,6,10,2,RHINO,NA,6,NA,2,NA,2,NA,373
1998,9,373_1998,5.5,10,2,RHINO,NA,5.5,NA,0,NA,0,NA,373
1999,10,373_1999,5,10,2,RHINO,NA,5,NA,5,NA,5,NA,373
1994,12,5112_1994,6,12,3,RHY82,NA,NA,6,1,NA,NA,1,5112
1985,3,5112_1985,3,12,1,RHY82,3,NA,NA,NA,NA,NA,NA,5112
1986,4,5112_1986,4.75,12,1,RHY82,4.75,NA,NA,0,0,NA,NA,5112
1987,5,5112_1987,5,12,1,RHY82,5,NA,NA,3,3,NA,NA,5112
1988,6,5112_1988,5,12,1,RHY82,5,NA,NA,1,1,NA,NA,5112
1989,7,5112_1989,5,12,1,RHY82,5,NA,NA,5,5,NA,NA,5112
1990,8,5112_1990,6,12,2,RHY82,NA,6,NA,3,NA,3,NA,5112
1991,9,5112_1991,5.5,12,2,RHY82,NA,5.5,NA,3,NA,3,NA,5112
1992,10,5112_1992,6.5,12,2,RHY82,NA,6.5,NA,0,NA,0,NA,5112
1993,11,5112_1993,6.5,12,2,RHY82,NA,6.5,NA,0,NA,0,NA,5112
1976,6,5166_1976,2.5,8,1,RTN70,2.5,NA,NA,NA,NA,NA,NA,5166
1974,4,5166_1974,4.5,8,1,RTN70,4.5,NA,NA,NA,NA,NA,NA,5166
1977,7,5166_1977,4.5,8,1,RTN70,4.5,NA,NA,NA,NA,NA,NA,5166
1978,8,5166_1978,5,8,2,RTN70,NA,5,NA,NA,NA,NA,NA,5166
1973,3,5166_1973,4,8,1,RTN70,4,NA,NA,NA,NA,NA,NA,5166
1975,4,4872_1975,2.5,8,1,SCO71,2.5,NA,NA,NA,NA,NA,NA,4872
1977,6,4872_1977,5,8,1,SCO71,5,NA,NA,NA,NA,NA,NA,4872
1978,7,4872_1978,5.5,8,1,SCO71,5.5,NA,NA,6,6,NA,NA,4872
1979,8,4872_1979,5,8,2,SCO71,NA,5,NA,NA,NA,NA,NA,4872
2009,4,4450_2009,5.5,4,1,SCT05,5.5,NA,NA,NA,NA,NA,NA,4450
1973,13,3061_1973,4.5,14,3,SDVIW,NA,NA,4.5,NA,NA,NA,NA,3061
1974,14,3061_1974,4.5,14,3,SDVIW,NA,NA,4.5,NA,NA,NA,NA,3061
2005,9,5692_2005,4,9,2,SEE96,NA,4,NA,NA,NA,NA,NA,5692
1999,3,5692_1999,1,9,1,SEE96,1,NA,NA,NA,NA,NA,NA,5692
2001,5,5692_2001,4,9,1,SEE96,4,NA,NA,NA,NA,NA,NA,5692
2002,6,5692_2002,4.5,9,1,SEE96,4.5,NA,NA,NA,NA,NA,NA,5692
2003,7,5692_2003,4,9,1,SEE96,4,NA,NA,NA,NA,NA,NA,5692
2004,8,5692_2004,4,9,2,SEE96,NA,4,NA,NA,NA,NA,NA,5692
2000,4,5692_2000,3.5,9,1,SEE96,3.5,NA,NA,0,0,NA,NA,5692
2021,8,4104_2021,4,8,2,SHOBO,NA,4,NA,NA,NA,NA,NA,4104
2018,5,4104_2018,4,8,1,SHOBO,4,NA,NA,0,0,NA,NA,4104
2019,6,4104_2019,4,8,1,SHOBO,4,NA,NA,0,0,NA,NA,4104
2020,7,4104_2020,4,8,1,SHOBO,4,NA,NA,1,1,NA,NA,4104
1976,6,2101_1976,1.75,12,1,SLIPP,1.75,NA,NA,NA,NA,NA,NA,2101
1974,4,2101_1974,4,12,1,SLIPP,4,NA,NA,NA,NA,NA,NA,2101
1975,5,2101_1975,4,12,1,SLIPP,4,NA,NA,1,1,NA,NA,2101
1977,7,2101_1977,3.5,12,1,SLIPP,3.5,NA,NA,0,0,NA,NA,2101
1978,8,2101_1978,5,12,2,SLIPP,NA,5,NA,NA,NA,NA,NA,2101
1979,9,2101_1979,3.75,12,2,SLIPP,NA,3.75,NA,NA,NA,NA,NA,2101
1980,10,2101_1980,4,12,2,SLIPP,NA,4,NA,NA,NA,NA,NA,2101
1981,11,2101_1981,4.5,12,2,SLIPP,NA,4.5,NA,NA,NA,NA,NA,2101
1982,12,2101_1982,4.25,12,3,SLIPP,NA,NA,4.25,NA,NA,NA,NA,2101
1973,3,2101_1973,3.5,12,1,SLIPP,3.5,NA,NA,NA,NA,NA,NA,2101
1975,5,5398_1975,2.5,10,1,SOB70,2.5,NA,NA,0,0,NA,NA,5398
1976,6,5398_1976,2.5,10,1,SOB70,2.5,NA,NA,NA,NA,NA,NA,5398
1974,4,5398_1974,4,10,1,SOB70,4,NA,NA,NA,NA,NA,NA,5398
1977,7,5398_1977,4.5,10,1,SOB70,4.5,NA,NA,NA,NA,NA,NA,5398
1978,8,5398_1978,4.5,10,2,SOB70,NA,4.5,NA,0,NA,0,NA,5398
1979,9,5398_1979,4,10,2,SOB70,NA,4,NA,NA,NA,NA,NA,5398
1980,10,5398_1980,4.5,10,2,SOB70,NA,4.5,NA,NA,NA,NA,NA,5398
1976,4,1831_1976,3,9,1,SOLOM,3,NA,NA,NA,NA,NA,NA,1831
1977,5,1831_1977,5.5,9,1,SOLOM,5.5,NA,NA,NA,NA,NA,NA,1831
1978,6,1831_1978,5.25,9,1,SOLOM,5.25,NA,NA,NA,NA,NA,NA,1831
1979,7,1831_1979,5.5,9,1,SOLOM,5.5,NA,NA,NA,NA,NA,NA,1831
1980,8,1831_1980,5.5,9,2,SOLOM,NA,5.5,NA,NA,NA,NA,NA,1831
1981,9,1831_1981,5.5,9,2,SOLOM,NA,5.5,NA,NA,NA,NA,NA,1831
1976,4,2312_1976,1.5,10,1,SOO72,1.5,NA,NA,NA,NA,NA,NA,2312
1977,5,2312_1977,5.25,10,1,SOO72,5.25,NA,NA,1,1,NA,NA,2312
1978,6,2312_1978,5,10,1,SOO72,5,NA,NA,0,0,NA,NA,2312
1979,7,2312_1979,5,10,1,SOO72,5,NA,NA,2,2,NA,NA,2312
1980,8,2312_1980,5,10,2,SOO72,NA,5,NA,0,NA,0,NA,2312
1981,9,2312_1981,5,10,2,SOO72,NA,5,NA,2,NA,2,NA,2312
1982,10,2312_1982,5,10,2,SOO72,NA,5,NA,2,NA,2,NA,2312
2016,10,5422_2016,5,10,2,SOX06,NA,5,NA,NA,NA,NA,NA,5422
2010,4,5422_2010,4.5,10,1,SOX06,4.5,NA,NA,0,0,NA,NA,5422
2009,3,5422_2009,4,10,1,SOX06,4,NA,NA,0,0,NA,NA,5422
2014,8,5422_2014,5,10,2,SOX06,NA,5,NA,0,NA,0,NA,5422
2011,5,5422_2011,5,10,1,SOX06,5,NA,NA,NA,NA,NA,NA,5422
2012,6,5422_2012,4,10,1,SOX06,4,NA,NA,NA,NA,NA,NA,5422
2013,7,5422_2013,4.75,10,1,SOX06,4.75,NA,NA,NA,NA,NA,NA,5422
2015,9,5422_2015,5,10,2,SOX06,NA,5,NA,NA,NA,NA,NA,5422
2017,16,225_2017,5.5,16,3,SPD01,NA,NA,5.5,NA,NA,NA,NA,225
2010,9,225_2010,7,16,2,SPD01,NA,7,NA,1,NA,1,NA,225
2014,13,225_2014,6.5,16,3,SPD01,NA,NA,6.5,0,NA,NA,0,225
2011,10,225_2011,5,16,2,SPD01,NA,5,NA,NA,NA,NA,NA,225
2012,11,225_2012,6,16,2,SPD01,NA,6,NA,11,NA,11,NA,225
2013,12,225_2013,6,16,3,SPD01,NA,NA,6,7,NA,NA,7,225
2015,14,225_2015,6,16,3,SPD01,NA,NA,6,1,NA,NA,1,225
2016,15,225_2016,5.75,16,3,SPD01,NA,NA,5.75,0,NA,NA,0,225
2008,7,742_2008,4,7,1,SPI01,4,NA,NA,NA,NA,NA,NA,742
2004,3,742_2004,3,7,1,SPI01,3,NA,NA,NA,NA,NA,NA,742
2006,5,742_2006,4,7,1,SPI01,4,NA,NA,NA,NA,NA,NA,742
2005,4,742_2005,4,7,1,SPI01,4,NA,NA,0,0,NA,NA,742
2007,10,4475_2007,5,13,2,SPL97,NA,5,NA,NA,NA,NA,NA,4475
2009,12,4475_2009,5,13,3,SPL97,NA,NA,5,NA,NA,NA,NA,4475
2000,3,4475_2000,3.5,13,1,SPL97,3.5,NA,NA,NA,NA,NA,NA,4475
2001,4,4475_2001,4,13,1,SPL97,4,NA,NA,NA,NA,NA,NA,4475
